Id,front_camera,resolution_width,mobile_weight,screen_width,talk_time,touch_screen,clock_speed,ram,bluetooth,battery_power,internal_memory,primary_camera,mobile_depth,dual_sim,resolution_height,wifi,4g,3g,n_cores,screen_height,price_range
1027,2,1455,168,2,17,no,2.1,1534,yes,1176,62,10,0.5,no,674,no,yes,yes,2,6,low
1028,2,1263,132,4,4,yes,0.8,3087,no,594,28,3,0.1,no,1011,yes,yes,yes,5,16,medium
1029,0,1259,115,8,7,no,0.9,2323,no,1968,22,7,0.8,no,861,yes,no,no,3,9,medium
1030,1,1389,188,4,11,yes,0.5,3646,no,586,57,5,0.3,yes,1226,yes,no,yes,2,15,high
1031,7,631,90,8,13,yes,2.6,336,no,1576,58,16,0.2,no,400,yes,no,yes,3,14,very low
1032,11,618,125,8,5,yes,2.7,3105,yes,1039,56,13,0.3,no,497,yes,no,no,8,14,medium
1033,9,1244,153,1,20,no,0.5,3472,no,1804,22,19,0.6,no,1158,yes,yes,yes,7,9,high
1034,1,1224,154,7,9,yes,1.3,3817,no,932,64,2,0.7,no,1176,yes,no,yes,7,8,high
1035,0,804,92,2,11,no,1.6,2872,yes,1972,48,2,0.5,no,290,yes,no,yes,8,7,high
1036,0,1889,102,0,2,no,1.6,1333,yes,1642,5,2,0.4,yes,1686,yes,no,no,5,18,medium
1037,2,1035,177,9,2,no,0.5,1999,yes,1117,21,19,0.1,yes,495,yes,no,yes,2,15,low
1038,3,651,169,3,10,no,2.2,1744,yes,1483,53,11,0.7,no,291,no,yes,yes,5,6,low
1039,7,1682,81,12,12,yes,2,2144,yes,1871,20,14,0.1,no,88,yes,yes,yes,7,13,medium
1040,2,564,156,0,14,yes,2.4,733,no,1528,37,3,0.2,no,306,no,no,yes,8,15,very low
1041,9,1724,196,1,10,no,0.5,2073,no,891,25,19,0.3,yes,375,yes,yes,yes,2,7,low
1042,1,1478,110,15,6,yes,1.1,3629,yes,664,51,4,0.1,yes,701,yes,yes,yes,7,19,high
1043,0,670,181,5,17,yes,2.9,363,yes,911,46,1,0.1,no,461,no,no,no,5,9,very low
1044,7,1798,88,4,2,no,0.8,2885,yes,1157,27,8,0.1,no,1694,yes,no,yes,8,8,high
1045,0,922,186,7,17,yes,0.5,571,yes,1971,40,19,0.3,yes,485,no,no,yes,7,8,very low
1046,0,1814,145,11,8,no,2.2,3917,yes,1187,46,9,0.4,no,1173,yes,yes,yes,2,13,high
1047,1,1012,88,7,6,yes,2.4,959,no,530,32,20,0.3,no,48,no,no,no,6,17,very low
1048,6,1310,84,4,4,yes,2.8,851,yes,912,46,11,0.4,yes,995,yes,yes,yes,4,8,very low
1049,0,1089,186,7,16,no,1.6,3637,yes,1816,50,2,0.1,yes,800,yes,no,no,5,11,high
1050,7,1583,168,5,9,no,0.5,2893,no,1320,48,16,0.2,yes,103,yes,no,no,5,8,medium
1051,0,1081,137,8,18,yes,0.6,3486,no,840,63,19,0.8,no,987,no,yes,yes,7,12,high
1052,0,898,135,11,8,no,2.1,3565,yes,580,24,5,0.4,yes,404,yes,no,yes,4,12,medium
1053,12,1780,112,8,20,no,0.5,941,no,769,54,19,0.2,yes,1385,yes,yes,yes,4,15,very low
1054,15,1973,144,4,19,yes,0.8,1252,no,1966,48,16,0.2,yes,1242,yes,yes,yes,1,6,medium
1055,5,627,86,7,14,no,0.5,402,yes,1794,55,7,0.5,yes,43,yes,yes,yes,7,14,very low
1056,1,1923,193,4,13,no,2.8,1424,yes,1028,30,10,0.1,no,1801,yes,yes,yes,1,18,low
1057,4,895,113,1,15,no,1.6,3015,no,1945,21,10,0.7,no,280,no,no,no,3,6,high
1058,4,1069,124,5,10,no,1.8,1737,yes,989,55,12,0.7,yes,46,yes,yes,yes,1,8,low
1059,17,1200,127,2,7,yes,1.8,2766,no,1689,24,18,0.3,no,954,yes,no,no,3,7,high
1060,7,1928,178,3,5,no,0.5,1027,no,754,59,10,0.7,yes,1914,no,yes,yes,7,6,low
1061,5,541,130,5,13,no,0.9,2829,no,894,54,15,0.2,no,104,yes,yes,yes,3,11,medium
1062,4,1902,86,3,17,yes,0.6,3142,no,1359,59,6,0.3,no,1692,yes,no,no,2,19,high
1063,4,1263,104,7,19,yes,1.8,1794,no,1044,12,5,0.7,no,1230,yes,yes,yes,6,18,low
1064,0,1199,180,0,19,no,2.9,2658,yes,1424,20,0,0.6,yes,181,no,no,yes,5,15,medium
1065,2,1606,200,4,15,yes,1.7,2867,yes,1413,10,6,0.2,no,314,no,no,no,6,5,medium
1066,9,843,156,12,13,yes,0.5,1095,yes,950,55,10,0.1,no,774,no,no,no,5,14,very low
1067,0,800,151,2,11,yes,2.7,999,yes,1150,39,1,0.4,no,397,no,no,yes,8,6,very low
1068,0,1931,119,7,16,yes,2.2,2013,yes,984,39,18,0.5,yes,56,no,yes,yes,8,11,low
1069,0,646,137,2,7,no,0.7,1222,yes,1720,19,3,0.1,yes,409,no,no,no,2,13,low
1070,0,1341,153,6,19,no,0.5,1277,no,1464,17,8,0.7,yes,418,no,yes,yes,6,13,low
1071,8,1595,113,16,12,yes,1.2,1445,no,1753,12,17,0.9,no,387,yes,yes,yes,7,17,low
1072,0,1648,102,0,17,no,1.2,2870,no,1972,37,1,0.7,yes,715,no,no,no,2,16,high
1073,3,507,168,12,11,no,1.8,1360,no,904,35,4,0.4,no,42,no,yes,yes,3,15,very low
1074,1,1838,134,3,11,no,0.6,3366,no,1512,54,2,0.4,yes,220,yes,yes,yes,3,7,high
1075,0,973,82,9,4,no,1.4,3187,yes,909,53,0,0.3,no,635,no,no,yes,8,12,medium
1076,2,1793,181,9,8,no,1.9,3586,no,1864,57,6,0.1,yes,1279,yes,no,no,6,19,high
1077,1,1053,161,5,20,yes,2,2330,yes,912,54,5,0.3,no,329,no,no,no,8,19,low
1078,2,642,142,8,12,yes,0.5,2971,no,1482,48,10,0.2,no,634,yes,no,yes,7,12,medium
1079,0,1974,135,6,3,yes,1.4,790,no,867,4,1,0.7,yes,70,no,yes,yes,6,13,very low
1080,6,709,199,5,20,no,0.9,715,yes,1170,14,13,0.4,no,474,yes,yes,yes,2,18,very low
1081,2,1437,178,7,17,no,0.6,437,no,871,52,3,0.1,no,194,no,no,yes,3,14,very low
1082,2,1043,102,5,15,no,1,1716,yes,1009,2,14,0.6,yes,912,no,no,no,8,7,low
1083,8,1433,153,12,20,yes,2.2,3143,no,1018,16,10,0.6,no,992,no,no,no,8,17,high
1084,9,790,120,2,13,yes,1.2,3291,no,1122,2,14,0.6,no,331,yes,no,yes,4,11,medium
1085,1,1375,96,2,3,no,0.5,2598,yes,1715,18,3,0.1,yes,674,no,yes,yes,6,17,high
1086,1,1393,100,1,17,yes,2.8,763,no,1420,50,8,0.1,yes,194,yes,no,no,8,17,very low
1087,2,1013,84,1,11,yes,1,2147,no,1485,32,9,0.7,no,510,no,yes,yes,2,19,medium
1088,4,1159,104,4,7,yes,1,2253,no,852,62,13,0.7,yes,293,no,yes,yes,7,17,low
1089,0,1386,173,2,6,yes,0.9,3220,yes,1576,14,4,0.4,yes,1213,no,yes,yes,2,17,high
1090,14,1677,164,1,12,no,0.5,3761,no,936,14,17,0.1,yes,150,no,yes,yes,3,13,high
1091,3,1812,138,2,18,yes,1.6,2858,no,1030,58,20,0.2,yes,1111,yes,yes,yes,6,6,high
1092,4,1533,96,5,16,yes,0.7,2945,yes,1481,37,13,0.6,yes,116,yes,yes,yes,5,10,medium
1093,0,908,83,8,5,no,2.8,1938,yes,1299,64,6,0.5,yes,46,yes,no,yes,6,19,low
1094,11,1616,199,11,16,yes,2.9,2593,no,999,64,19,0.2,yes,1397,no,yes,yes,4,14,medium
1095,12,1371,93,6,3,no,1.1,2359,no,722,12,20,1,no,138,no,no,no,6,13,low
1096,0,711,193,1,16,yes,2.5,3654,yes,727,64,9,0.2,yes,664,no,yes,yes,1,9,high
1097,3,922,86,1,20,yes,0.5,770,yes,771,25,6,1,no,327,no,no,no,4,12,very low
1098,0,1345,91,1,11,yes,1.2,3451,yes,580,47,1,0.9,yes,1086,no,no,yes,3,15,high
1099,5,989,120,4,3,no,1.5,2003,no,1487,42,7,0.8,no,857,no,yes,yes,2,12,medium
1100,11,1641,165,4,11,yes,2.6,3083,no,999,56,13,1,yes,342,yes,yes,yes,4,8,medium
1101,0,1090,200,4,14,yes,3,429,no,1277,41,3,0.3,no,902,yes,yes,yes,4,9,very low
1102,0,828,100,16,6,no,1.8,3056,yes,1724,9,1,0.8,no,655,no,yes,yes,2,18,high
1103,2,1702,112,5,10,yes,2.9,2440,no,1519,30,8,0.7,no,1122,yes,no,yes,7,9,medium
1104,7,896,160,6,8,no,2.6,3911,yes,907,44,12,0.2,yes,144,no,no,no,3,13,high
1105,10,695,96,5,6,no,0.5,1731,yes,1845,61,12,0.3,yes,292,no,no,no,1,9,low
1106,0,1293,157,2,6,yes,1,1950,no,1132,8,4,0.1,no,1091,yes,no,no,1,11,low
1107,10,1501,145,4,12,no,0.6,3153,no,1175,25,12,0.1,no,137,no,no,yes,2,9,medium
1108,2,1747,103,12,12,no,0.5,3786,no,1027,64,7,0.9,no,1698,no,yes,yes,2,17,high
1109,8,1284,150,3,11,yes,1.6,3488,no,1398,26,12,0.8,yes,755,no,yes,yes,1,14,high
1110,5,831,185,6,12,yes,2.9,1301,yes,1007,21,12,0.8,yes,479,no,yes,yes,8,8,very low
1111,10,1222,136,4,14,yes,1.1,1675,no,1054,38,12,0.4,yes,1097,yes,yes,yes,6,18,low
1112,1,1318,122,5,16,no,0.5,3297,yes,1766,22,4,0.8,yes,291,no,yes,yes,8,7,high
1113,6,1891,102,4,3,no,1.9,3161,yes,612,16,7,0.3,yes,1360,no,no,no,7,8,high
1114,0,1808,157,4,12,no,0.7,1464,yes,922,47,14,1,no,1295,yes,yes,yes,8,17,low
1115,1,1157,172,1,14,no,1.7,2488,yes,1926,33,2,0.4,yes,982,no,yes,yes,3,6,medium
1116,4,1031,132,0,5,yes,0.5,933,yes,543,60,7,0.7,yes,693,no,yes,yes,5,14,very low
1117,18,896,188,5,2,no,1.6,2522,no,1720,2,20,0.8,no,334,yes,yes,yes,5,10,medium
1118,13,1570,142,17,4,no,1.9,3541,yes,673,35,14,0.4,no,1096,yes,yes,yes,6,18,high
1119,10,1163,101,5,16,yes,1.4,2107,yes,1759,15,13,0.4,no,382,no,yes,yes,4,18,medium
1120,2,1769,122,3,7,no,0.5,3927,no,1075,11,16,0.2,yes,271,no,no,yes,1,8,high
1121,0,574,107,14,15,yes,2.1,2200,yes,1341,36,1,0.4,yes,473,no,no,no,8,18,low
1122,8,1316,91,6,9,yes,2,378,no,915,31,20,0.3,no,875,no,yes,yes,3,11,very low
1123,2,1394,164,4,9,yes,1.3,1944,yes,1175,19,9,0.3,no,873,no,no,yes,7,9,low
1124,7,863,130,4,6,yes,0.5,3534,yes,825,52,10,0.9,yes,597,no,no,no,3,10,high
1125,16,876,140,15,19,no,1.8,2392,no,1735,34,17,0.1,yes,149,yes,no,yes,2,17,medium
1126,2,1910,177,10,18,no,0.5,3865,no,1980,29,13,0.8,yes,312,no,yes,yes,1,12,high
1127,8,1849,123,0,2,no,2.7,3117,no,1946,8,19,0.3,yes,647,no,no,yes,8,6,high
1128,1,1952,146,14,12,yes,2.5,1155,no,1751,4,9,0.6,no,1499,yes,no,no,8,19,low
1129,10,1014,112,3,19,no,1.2,2814,yes,904,31,11,0.8,yes,657,no,yes,yes,3,13,medium
1130,4,1965,189,4,7,yes,2.3,1496,no,1564,25,17,0.5,no,1259,yes,yes,yes,6,6,low
1131,1,682,110,8,16,no,0.5,594,yes,1791,33,4,0.5,yes,371,yes,yes,yes,5,17,very low
1132,11,865,123,11,17,yes,1.2,3033,no,1786,61,14,0.1,no,74,no,no,no,3,14,high
1133,8,1292,136,3,17,no,0.8,1781,yes,1709,58,10,0.8,no,956,no,yes,yes,2,18,medium
1134,3,1827,169,8,9,no,1.7,2651,yes,601,6,11,0.8,yes,818,yes,yes,yes,4,14,medium
1135,6,832,133,1,15,yes,2.5,2338,yes,1550,21,11,0.8,no,268,no,no,no,2,16,medium
1136,2,1674,198,8,5,no,1.1,3508,no,781,38,7,0.4,no,304,yes,no,no,5,13,high
1137,5,697,163,12,9,no,2.3,3237,no,757,58,7,0.2,yes,535,yes,yes,yes,4,19,medium
1138,1,712,92,8,7,no,0.5,2322,yes,1944,26,9,0.5,no,313,yes,yes,yes,4,19,medium
1139,6,1304,84,6,8,yes,0.9,3269,no,1330,52,12,0.8,no,462,no,yes,yes,4,19,high
1140,5,1429,106,7,2,no,2.4,2111,yes,811,2,13,0.3,yes,333,yes,yes,yes,6,18,low
1141,0,704,97,6,17,yes,0.7,418,yes,805,64,14,0.1,no,641,yes,no,no,4,11,very low
1142,3,1185,102,14,15,no,1.4,2532,no,1647,38,15,0.3,yes,193,yes,yes,yes,6,16,medium
1143,0,830,88,11,9,no,0.7,1754,no,718,21,7,0.8,yes,518,yes,yes,yes,1,17,low
1144,6,1352,84,14,10,yes,2.2,2492,no,1178,57,17,0.3,yes,96,no,no,yes,3,16,medium
1145,5,1184,185,3,6,yes,1.2,1762,no,1231,54,10,0.8,yes,632,no,no,yes,3,5,low
1146,3,1152,107,5,3,yes,0.9,2227,yes,1319,41,18,0.9,no,85,yes,yes,yes,1,18,low
1147,4,1550,162,13,11,yes,1.3,3338,yes,1812,42,15,1,yes,380,yes,yes,yes,7,18,high
1148,1,1299,86,7,11,no,2.3,3865,yes,1960,61,3,0.3,yes,205,no,yes,yes,7,10,high
1149,2,1393,82,16,17,yes,2.2,3480,no,1445,37,6,0.4,yes,527,yes,no,yes,2,17,high
1150,0,1046,90,1,11,yes,0.5,441,no,1697,60,0,0.1,no,88,no,yes,yes,4,15,very low
1151,4,1395,124,5,7,yes,2.2,2150,yes,833,27,6,0.9,no,359,yes,no,no,1,9,low
1152,4,1212,107,3,9,no,1.9,2674,yes,1106,54,9,0.7,no,614,yes,no,yes,3,9,medium
1153,1,759,180,3,7,no,0.7,3865,no,511,52,10,0.7,yes,24,yes,yes,yes,2,8,medium
1154,5,1161,187,0,7,no,0.5,3933,no,1855,32,18,0.6,no,267,yes,no,yes,8,7,high
1155,1,751,117,10,3,yes,2.1,2227,no,1526,23,8,0.2,no,718,no,yes,yes,7,18,medium
1156,0,1629,105,0,2,yes,2.9,1308,no,1745,3,0,0.9,no,426,no,yes,yes,3,5,low
1157,1,1348,141,2,7,yes,1.9,2752,yes,1373,29,12,0.9,yes,1220,yes,yes,yes,6,15,high
1158,6,855,190,4,5,yes,1.4,663,yes,1142,6,8,0.7,yes,534,yes,no,no,8,12,very low
1159,8,577,155,4,4,yes,2.9,626,no,1314,41,12,0.1,yes,113,yes,yes,yes,4,10,very low
1160,3,1738,157,5,12,yes,0.9,3756,yes,684,63,9,1,yes,159,yes,yes,yes,5,17,high
1161,0,1179,163,5,18,yes,0.6,2844,no,640,20,15,0.1,no,710,no,no,yes,4,7,medium
1162,2,957,114,2,19,yes,2.9,1620,yes,1547,57,3,0.4,no,347,yes,no,no,1,9,low
1163,0,844,189,4,18,no,1.4,3510,no,623,15,1,0.2,yes,778,yes,yes,yes,3,14,medium
1164,0,550,174,5,13,no,1.8,2678,yes,1524,10,1,0.6,yes,154,yes,no,yes,4,16,medium
1165,2,1803,82,10,12,yes,2.2,2671,no,1776,20,16,0.9,no,1563,yes,no,no,6,15,high
1166,2,879,165,4,19,no,2.2,1617,yes,801,63,4,0.4,yes,650,yes,no,no,7,17,low
1167,3,1179,149,8,9,yes,1,1396,no,1884,24,4,0.5,yes,1168,yes,no,yes,6,15,low
1168,0,1664,163,4,18,no,0.5,2211,yes,615,42,4,0.6,yes,104,yes,no,no,6,7,low
1169,3,629,113,5,4,no,1.9,1871,yes,1906,55,4,0.2,yes,3,yes,no,yes,3,13,low
1170,15,653,131,6,8,no,0.5,3227,yes,965,53,19,1,no,297,no,no,yes,8,12,medium
1171,0,1468,184,5,4,yes,1.9,2532,no,1266,7,12,0.2,yes,346,yes,yes,yes,3,10,medium
1172,10,1975,194,1,15,no,0.9,1458,yes,1048,28,19,0.8,no,966,yes,yes,yes,2,5,low
1173,4,1318,185,16,4,no,0.5,3878,no,1413,39,12,0.1,yes,1039,no,yes,yes,5,19,high
1174,3,545,116,2,20,yes,0.5,1834,yes,1772,64,15,0.7,yes,270,yes,no,no,8,5,low
1175,8,1284,114,5,19,yes,1.5,1543,no,603,12,20,0.7,no,1003,no,no,yes,6,7,low
1176,17,1405,159,1,17,yes,1.6,1146,yes,1772,45,18,0.5,no,837,no,yes,yes,2,6,low
1177,5,1115,129,3,13,yes,1.4,3742,no,1564,26,16,0.1,no,117,no,yes,yes,6,13,high
1178,5,661,122,0,6,no,1.2,417,no,1239,52,10,0.9,yes,590,yes,yes,yes,2,8,very low
1179,0,1786,131,8,11,no,2.5,2769,yes,615,10,9,0.8,no,1216,no,no,yes,6,16,medium
1180,3,1717,153,8,6,no,2.7,2698,yes,990,15,7,0.9,yes,1466,no,no,yes,2,11,medium
1181,0,674,168,11,17,yes,2.4,1172,yes,1689,13,9,0.9,yes,521,yes,yes,yes,2,12,very low
1182,13,527,189,10,20,yes,2.7,1896,yes,1762,25,14,0.9,yes,300,yes,yes,yes,1,14,low
1183,6,1411,152,8,7,no,0.5,575,yes,873,8,9,0.6,yes,1257,yes,no,yes,7,15,very low
1184,1,975,144,6,6,yes,2.3,431,yes,799,63,6,0.8,no,361,yes,yes,yes,8,15,very low
1185,0,1396,138,7,15,no,1,635,no,1667,21,0,0.9,yes,1211,no,yes,yes,2,17,very low
1186,0,1646,93,7,9,no,2,3610,no,1190,40,1,0.2,yes,1399,yes,no,no,5,13,high
1187,12,622,175,7,8,no,0.6,1484,yes,511,50,16,0.1,yes,140,no,no,yes,3,9,very low
1188,4,858,93,6,8,yes,0.9,2297,yes,1940,17,7,0.7,yes,112,no,no,no,5,14,medium
1189,6,1708,120,8,9,no,0.5,258,no,1801,52,10,0.9,yes,100,no,no,yes,6,14,very low
1190,2,562,138,2,13,no,1.9,1641,yes,1619,21,9,0.4,no,46,no,yes,yes,1,7,low
1191,2,709,139,4,14,yes,1.8,621,yes,1224,44,9,0.2,yes,622,yes,yes,yes,2,11,very low
1192,0,1591,188,10,2,no,1.9,1780,no,1318,11,15,0.8,yes,688,no,yes,yes,2,12,low
1193,4,1455,152,5,16,no,1.5,2572,no,1110,41,16,0.1,no,800,yes,yes,yes,3,16,medium
1194,0,1744,200,4,18,yes,2.6,1251,yes,1624,58,11,1,yes,1530,yes,no,no,3,13,low
1195,7,1463,112,7,9,no,1.1,1017,no,934,24,12,0.8,no,1111,yes,no,no,5,12,very low
1196,0,804,145,0,18,yes,0.5,2908,yes,1073,51,0,0.5,yes,690,no,no,no,7,6,medium
1197,7,1987,99,0,16,yes,2.1,3692,no,1834,40,11,0.1,no,0,no,yes,yes,4,13,high
1198,2,695,146,10,2,no,1.9,2328,no,1325,50,10,0.1,no,499,no,no,yes,1,17,medium
1199,5,1539,103,7,20,no,1,2294,no,1837,12,6,0.9,yes,1420,yes,yes,yes,8,8,high
1200,0,1239,200,10,15,yes,2.1,2912,no,1519,32,10,0.7,no,168,no,no,yes,1,11,medium
1201,2,1435,146,0,20,no,1.5,3622,no,1994,7,7,0.5,yes,447,yes,yes,yes,8,7,high
1202,0,1920,162,8,10,yes,1.6,2616,no,508,9,2,0.4,yes,1419,yes,no,yes,6,18,medium
1203,5,1445,122,7,12,no,2.5,2236,no,1996,51,9,0.4,no,671,yes,yes,yes,4,8,medium
1204,9,1441,186,3,19,yes,2.2,624,yes,1190,47,10,0.3,yes,1417,yes,no,yes,6,9,very low
1205,0,991,159,1,7,no,0.5,1145,no,768,19,1,0.9,yes,637,yes,no,no,2,19,very low
1206,7,1244,147,14,16,yes,0.9,804,yes,1174,30,20,1,no,744,yes,no,no,4,17,very low
1207,4,665,190,2,4,no,1.6,3905,yes,1569,54,6,0.9,yes,371,no,yes,yes,4,6,high
1208,1,1006,179,0,5,yes,2.8,2296,yes,793,64,2,0.4,yes,818,no,yes,yes,4,12,low
1209,5,736,106,1,8,yes,0.6,2710,no,1260,13,6,1,no,165,no,yes,yes,6,13,medium
1210,0,1800,99,17,13,no,1.6,1829,no,1602,35,7,0.1,yes,1325,no,yes,yes,7,18,medium
1211,3,1367,185,3,19,no,2.7,509,no,1554,47,12,0.7,yes,319,no,yes,yes,5,12,very low
1212,6,857,151,11,18,yes,0.5,1419,yes,710,32,9,0.8,no,485,no,no,no,5,12,very low
1213,8,981,178,7,18,yes,1.4,2686,no,1864,46,12,0.7,no,168,yes,yes,yes,1,11,medium
1214,4,1195,161,0,10,yes,0.5,2802,no,1012,39,6,0.1,yes,882,no,no,yes,4,8,medium
1215,1,1195,82,4,14,no,1.3,2175,yes,508,50,9,0.7,no,102,yes,no,no,5,14,low
1216,0,509,141,0,6,yes,1.2,1817,yes,590,32,1,0.4,yes,227,no,no,no,6,10,very low
1217,5,1383,127,12,16,yes,1.4,2053,no,1760,63,19,0.8,yes,1382,no,no,no,8,19,medium
1218,11,670,190,11,3,no,2.4,1609,no,525,35,20,0.8,yes,82,no,no,no,7,16,very low
1219,5,1224,138,15,15,yes,0.5,2125,no,662,20,10,0.8,no,1001,yes,no,no,1,17,low
1220,1,1217,104,7,13,no,2.4,2192,yes,1407,22,4,0.7,no,1172,yes,yes,yes,4,9,medium
1221,1,1343,199,9,17,yes,1.7,3996,yes,584,19,4,0.4,yes,919,yes,yes,yes,4,12,high
1222,3,1982,114,0,5,no,2.5,3746,no,1511,21,18,0.2,yes,1455,no,no,yes,3,10,high
1223,2,1418,116,1,8,yes,1.1,3317,no,1526,38,6,0.3,yes,798,yes,yes,yes,5,7,high
1224,3,1883,154,6,20,yes,2.2,3703,yes,1591,49,7,0.4,no,1384,no,yes,yes,6,17,high
1225,1,1596,190,1,4,yes,2,850,yes,1900,41,6,0.5,yes,912,yes,no,yes,8,5,low
1226,0,510,109,13,19,yes,0.5,1672,yes,1203,11,12,0.9,yes,35,no,yes,yes,2,17,very low
1227,7,1440,198,1,4,no,2.1,2680,yes,803,17,11,1,no,344,yes,no,yes,4,7,medium
1228,7,1256,160,3,17,yes,0.7,1756,yes,701,15,11,0.5,no,1002,yes,no,yes,3,6,low
1229,2,1536,88,6,6,no,2.3,475,yes,739,58,4,0.1,yes,1052,yes,yes,yes,3,7,very low
1230,0,1604,138,4,14,yes,1,2574,no,1303,15,10,0.1,yes,229,yes,yes,yes,3,12,medium
1231,1,1962,108,0,7,yes,1.5,3376,no,1564,42,2,0.7,yes,1619,no,no,no,2,7,high
1232,1,1538,88,11,9,no,0.8,3647,no,805,34,2,0.6,no,1262,yes,no,yes,6,18,high
1233,6,889,135,0,8,no,2.3,1175,yes,1310,57,9,0.9,yes,449,no,no,no,8,16,very low
1234,1,773,159,6,11,yes,0.6,1333,yes,1846,19,2,0.7,no,83,yes,no,no,1,15,low
1235,0,910,151,1,5,yes,2.7,2801,yes,621,54,20,0.1,yes,434,yes,no,yes,4,6,medium
1236,0,1032,130,8,10,no,0.5,1774,yes,731,28,0,0.5,yes,424,no,yes,yes,8,12,low
1237,0,1553,132,3,13,yes,2.9,2610,no,1811,33,2,0.2,no,1099,no,no,yes,8,8,high
1238,16,1099,156,0,18,yes,0.5,1181,yes,1699,21,20,0.1,no,105,no,no,yes,4,16,low
1239,3,963,160,4,4,no,1.9,1701,no,1590,21,18,1,yes,920,yes,yes,yes,5,11,low
1240,6,1483,196,3,4,no,1.5,3473,yes,770,61,9,0.2,yes,603,yes,no,no,4,7,high
1241,12,1109,187,5,4,no,1.5,2836,no,1590,14,15,0.5,yes,1058,no,yes,yes,4,6,high
1242,0,1269,148,6,19,yes,1.8,2196,no,1101,31,7,0.2,no,387,yes,no,no,2,12,low
1243,0,1930,126,9,13,yes,0.5,659,yes,1566,20,0,0.5,yes,1603,yes,no,yes,2,14,low
1244,0,1781,130,3,12,yes,1.1,1324,yes,1227,34,3,0.2,yes,935,yes,no,no,3,7,low
1245,5,1178,111,5,18,yes,0.5,588,no,660,40,10,0.5,no,262,yes,yes,yes,2,6,very low
1246,4,1948,162,0,12,no,1.7,265,no,1065,48,8,0.3,yes,1188,no,yes,yes,6,8,very low
1247,5,1596,100,3,4,yes,1.6,606,yes,1992,57,15,1,no,1552,yes,yes,yes,2,9,low
1248,9,539,124,1,12,no,1,1341,no,764,45,11,0.5,yes,52,no,yes,yes,8,19,very low
1249,2,845,101,3,13,yes,0.6,3770,yes,1270,32,6,0.5,yes,299,no,yes,yes,7,5,high
1250,13,506,126,4,6,no,1.9,1927,yes,1496,38,14,0.1,yes,501,yes,no,no,4,17,low
1251,6,999,157,0,16,no,2.8,2405,yes,1782,58,13,0.8,yes,867,yes,yes,yes,1,15,medium
1252,11,797,103,11,4,no,2.4,2022,yes,696,35,13,0.2,no,533,yes,yes,yes,3,14,low
1253,11,1651,148,13,2,no,2.1,1704,yes,1583,14,16,0.7,yes,942,yes,no,yes,7,17,medium
1254,13,1513,105,4,17,no,2,286,no,1907,55,15,0.9,no,713,yes,no,yes,7,14,very low
1255,11,1170,138,6,5,no,2.5,887,yes,1510,47,13,0.7,yes,118,no,no,no,2,18,very low
1256,5,1349,160,6,20,no,1.8,315,no,852,8,9,0.8,yes,683,no,yes,yes,5,7,very low
1257,10,1052,165,1,7,no,2.8,1108,yes,1541,28,15,0.2,yes,796,yes,yes,yes,5,12,low
1258,3,1317,162,2,2,no,2.5,968,no,759,39,8,0.3,no,110,no,yes,yes,2,6,very low
1259,12,1702,194,1,5,no,0.5,2548,no,681,17,19,0.9,yes,371,yes,yes,yes,5,6,medium
1260,3,1505,131,6,18,yes,0.5,995,no,1362,25,9,0.8,no,553,yes,no,no,7,7,very low
1261,13,679,182,7,18,yes,0.8,1149,yes,986,28,20,0.8,no,199,no,yes,yes,4,8,very low
1262,0,1267,160,11,12,no,0.5,2080,yes,1829,15,7,0.4,no,729,yes,yes,yes,5,16,medium
1263,7,1108,129,6,11,no,2.8,3704,no,1891,37,14,0.4,no,169,no,yes,yes,7,8,high
1264,0,1084,142,0,12,yes,1.9,2124,yes,507,39,0,0.7,yes,17,no,yes,yes,1,6,low
1265,0,1058,134,0,2,no,0.5,438,yes,954,50,11,0.3,no,228,no,no,yes,2,17,very low
1266,0,1556,133,0,20,yes,0.5,3884,no,1005,46,17,0.4,no,176,yes,no,no,8,17,high
1267,3,1948,93,10,14,yes,0.5,1866,no,609,26,4,0.3,no,938,yes,no,yes,4,11,low
1268,11,1975,177,10,19,no,2,725,no,1530,42,13,0.8,no,454,yes,no,no,6,11,very low
1269,7,534,146,4,14,no,0.8,1234,yes,1027,18,11,1,no,338,yes,no,yes,7,7,very low
1270,0,1622,168,8,4,yes,1.8,465,yes,584,19,0,0.3,no,1123,no,yes,yes,3,12,very low
1271,3,1482,128,1,9,no,0.7,3204,yes,1020,27,4,0.7,yes,919,yes,yes,yes,4,18,high
1272,13,1234,175,1,13,yes,1.9,1380,yes,1981,45,18,0.3,yes,193,no,no,no,6,10,low
1273,0,537,163,3,17,yes,1.1,2215,no,538,25,7,0.3,yes,455,yes,yes,yes,7,9,low
1274,4,527,151,2,19,yes,1.5,2289,yes,848,36,16,0.3,yes,56,yes,yes,yes,4,10,low
1275,5,1407,176,2,3,yes,0.5,1921,yes,1742,43,7,0.9,yes,356,no,yes,yes,3,9,medium
1276,8,980,93,7,2,yes,2.4,773,yes,1283,33,15,1,yes,510,no,yes,yes,3,17,very low
1277,0,1366,93,0,19,yes,1.1,3317,no,832,46,0,0.3,no,820,no,yes,yes,6,8,high
1278,0,1682,160,4,3,yes,0.7,1898,yes,957,4,0,0.1,no,38,no,yes,yes,2,12,low
